Ticker,ExitDate,ExitPrice,Notes,Date,Close,Rule
AES,2025-12-11,14.0,RSI2>70,,,
AMD,2025-12-11,221.42999267578125,RSI2>70,,,
ANET,2025-12-11,134.38999938964844,RSI2>70,,,
BAC,2025-12-11,54.560001373291016,RSI2>70,,,
C,2025-12-11,111.73999786376952,RSI2>70,,,
CCL,2025-12-11,27.84000015258789,RSI2>70,,,
CFG,2025-12-11,58.34999847412109,RSI2>70,,,
COP,2025-12-11,96.70999908447266,RSI2>70,,,
CSX,2025-12-11,37.150001525878906,RSI2>70,,,
CVS,2025-12-11,80.83000183105469,RSI2>70,,,
DAL,2025-12-11,70.55999755859375,RSI2>70,,,
DIS,2025-12-11,111.45999908447266,RSI2>70,,,
F,2025-12-11,13.630000114440918,RSI2>70,,,
FCX,2025-12-11,48.11000061035156,RSI2>70,,,
FITB,2025-12-11,48.38999938964844,RSI2>70,,,
GILD,2025-12-11,123.20999908447266,RSI2>70,,,
GLW,2025-12-11,95.97000122070312,RSI2>70,,,
GM,2025-12-11,80.8499984741211,RSI2>70,,,
HAL,2025-12-11,29.1200008392334,RSI2>70,,,
HBAN,2025-12-11,17.90999984741211,RSI2>70,,,
HST,2025-12-11,18.1299991607666,RSI2>70,,,
JNJ,2025-12-11,210.00999450683597,RSI2>70,,,
JPM,2025-12-11,317.3800048828125,RSI2>70,,,
KEY,2025-12-11,20.690000534057617,RSI2>70,,,
LRCX,2025-12-11,168.7100067138672,RSI2>70,,,
LUV,2025-12-11,40.7400016784668,RSI2>70,,,
MCHP,2025-12-11,69.08999633789062,RSI2>70,,,
MRK,2025-12-11,99.01000213623048,RSI2>70,,,
MRNA,2025-12-11,29.6299991607666,RSI2>70,,,
MS,2025-12-11,180.2899932861328,RSI2>70,,,
NEM,2025-12-11,99.41999816894533,RSI2>70,,,
NKE,2025-12-11,67.73999786376953,RSI2>70,,,
OMC,2025-12-11,80.06999969482422,RSI2>70,,,
ON,2025-12-11,55.970001220703125,RSI2>70,,,
PEP,2025-12-11,149.0399932861328,RSI2>70,,,
PLTR,2025-12-11,187.5399932861328,RSI2>70,,,
QCOM,2025-12-11,181.2700042724609,RSI2>70,,,
RF,2025-12-11,27.84000015258789,RSI2>70,,,
SCHW,2025-12-11,97.0500030517578,RSI2>70,,,
SLB,2025-12-11,40.34000015258789,RSI2>70,,,
TFC,2025-12-11,49.70000076293945,RSI2>70,,,
UAL,2025-12-11,108.38999938964844,RSI2>70,,,
UPS,2025-12-11,100.4800033569336,RSI2>70,,,
USB,2025-12-11,53.58000183105469,RSI2>70,,,
V,2025-12-11,345.6300048828125,RSI2>70,,,
VTRS,2025-12-11,11.59000015258789,RSI2>70,,,
WBD,2025-12-11,29.489999771118164,RSI2>70,,,
WDC,2025-12-11,187.1999969482422,RSI2>70,,,
WFC,2025-12-11,92.58999633789062,RSI2>70,,,
WMT,2025-12-11,115.5199966430664,RSI2>70,,,
XOM,2025-12-11,119.54000091552734,RSI2>70,,,
