Ticker,ExitPrice,Notes
SPY,266.0,RSI2 exit
SPY,269.5899963378906,RSI2 exit
SPY,273.0299987792969,RSI2 exit
SPY,273.1099853515625,RSI2 exit
SPY,274.7099914550781,RSI2 exit
SPY,277.8999938964844,RSI2 exit
SPY,272.19000244140625,RSI2 exit
SPY,272.8800048828125,RSI2 exit
SPY,272.7799987792969,RSI2 exit
SPY,274.1000061035156,RSI2 exit
SPY,278.8699951171875,RSI2 exit
SPY,278.5199890136719,RSI2 exit
SPY,263.5599975585937,RSI2 exit
SPY,265.6400146484375,RSI2 exit
SPY,265.1499938964844,RSI2 exit
SPY,265.92999267578125,RSI2 exit
SPY,267.3299865722656,RSI2 exit
SPY,270.19000244140625,RSI2 exit
SPY,270.3900146484375,RSI2 exit
SPY,266.3099975585937,RSI2 exit
SPY,266.5599975585937,RSI2 exit
SPY,266.0199890136719,RSI2 exit
SPY,266.9200134277344,RSI2 exit
SPY,266.9200134277344,RSI2 exit
SPY,269.5,RSI2 exit
SPY,272.0199890136719,RSI2 exit
SPY,272.8500061035156,RSI2 exit
SPY,272.9800109863281,RSI2 exit
SPY,273.3699951171875,RSI2 exit
SPY,273.3599853515625,RSI2 exit
SPY,273.6000061035156,RSI2 exit
SPY,274.8999938964844,RSI2 exit
SPY,275.1000061035156,RSI2 exit
SPY,277.3999938964844,RSI2 exit
SPY,277.3699951171875,RSI2 exit
SPY,278.19000244140625,RSI2 exit
SPY,278.5599975585937,RSI2 exit
SPY,278.9200134277344,RSI2 exit
SPY,271.8599853515625,RSI2 exit
SPY,273.1099853515625,RSI2 exit
SPY,275.4200134277344,RSI2 exit
SPY,277.8999938964844,RSI2 exit
SPY,278.8999938964844,RSI2 exit
SPY,279.3699951171875,RSI2 exit
SPY,279.5899963378906,RSI2 exit
SPY,280.4700012207031,RSI2 exit
SPY,281.0599975585937,RSI2 exit
SPY,281.6099853515625,RSI2 exit
SPY,284.010009765625,RSI2 exit
SPY,282.3900146484375,RSI2 exit
SPY,283.6000061035156,RSI2 exit
SPY,284.6400146484375,RSI2 exit
SPY,285.5799865722656,RSI2 exit
SPY,285.4599914550781,RSI2 exit
SPY,285.0599975585937,RSI2 exit
SPY,285.6700134277344,RSI2 exit
SPY,286.3399963378906,RSI2 exit
SPY,286.1700134277344,RSI2 exit
SPY,287.510009765625,RSI2 exit
SPY,289.7799987792969,RSI2 exit
SPY,289.9200134277344,RSI2 exit
SPY,291.4800109863281,RSI2 exit
SPY,289.04998779296875,RSI2 exit
SPY,289.1199951171875,RSI2 exit
SPY,290.8299865722656,RSI2 exit
SPY,290.8800048828125,RSI2 exit
SPY,290.9100036621094,RSI2 exit
SPY,291.2200012207031,RSI2 exit
SPY,293.5799865722656,RSI2 exit
SPY,291.7300109863281,RSI2 exit
SPY,291.5599975585937,RSI2 exit
SPY,291.7200012207031,RSI2 exit
SPY,280.3999938964844,RSI2 exit
SPY,280.45001220703125,RSI2 exit
SPY,270.6300048828125,RSI2 exit
SPY,273.510009765625,RSI2 exit
SPY,273.3900146484375,RSI2 exit
SPY,275.1199951171875,RSI2 exit
SPY,281.010009765625,RSI2 exit
SPY,280.5,RSI2 exit
SPY,267.5,RSI2 exit
SPY,268.3999938964844,RSI2 exit
SPY,274.5799865722656,RSI2 exit
SPY,273.9800109863281,RSI2 exit
SPY,275.6499938964844,RSI2 exit
SPY,279.29998779296875,RSI2 exit
SPY,248.07000732421875,RSI2 exit
SPY,249.9199981689453,RSI2 exit
SPY,250.17999267578125,RSI2 exit
SPY,252.38999938964844,RSI2 exit
SPY,254.3800048828125,RSI2 exit
SPY,256.7699890136719,RSI2 exit
SPY,257.9700012207031,RSI2 exit
SPY,258.8800048828125,RSI2 exit
SPY,258.9800109863281,RSI2 exit
SPY,260.3500061035156,RSI2 exit
SPY,260.9800109863281,RSI2 exit
SPY,262.9599914550781,RSI2 exit
SPY,266.4599914550781,RSI2 exit
SPY,265.7799987792969,RSI2 exit
SPY,267.5799865722656,RSI2 exit
SPY,269.92999267578125,RSI2 exit
SPY,270.0599975585937,RSI2 exit
SPY,271.9599914550781,RSI2 exit
SPY,273.1000061035156,RSI2 exit
SPY,272.739990234375,RSI2 exit
SPY,274.1000061035156,RSI2 exit
SPY,274.989990234375,RSI2 exit
SPY,277.3699951171875,RSI2 exit
SPY,277.8500061035156,RSI2 exit
SPY,278.4100036621094,RSI2 exit
SPY,279.1400146484375,RSI2 exit
SPY,279.5199890136719,RSI2 exit
SPY,280.4200134277344,RSI2 exit
SPY,278.44000244140625,RSI2 exit
SPY,279.489990234375,RSI2 exit
SPY,281.3399963378906,RSI2 exit
SPY,281.1600036621094,RSI2 exit
SPY,281.3099975585937,RSI2 exit
SPY,282.3299865722656,RSI2 exit
SPY,282.3999938964844,RSI2 exit
SPY,284.7300109863281,RSI2 exit
SPY,282.4800109863281,RSI2 exit
SPY,285.8299865722656,RSI2 exit
SPY,285.9700012207031,RSI2 exit
SPY,286.4200134277344,RSI2 exit
SPY,287.17999267578125,RSI2 exit
SPY,288.57000732421875,RSI2 exit
SPY,288.7900085449219,RSI2 exit
SPY,290.1600036621094,RSI2 exit
SPY,289.9700012207031,RSI2 exit
SPY,290.1600036621094,RSI2 exit
SPY,290.2699890136719,RSI2 exit
SPY,292.8800048828125,RSI2 exit
SPY,293.4100036621094,RSI2 exit
SPY,293.8699951171875,RSI2 exit
SPY,294.0199890136719,RSI2 exit
SPY,294.0299987792969,RSI2 exit
SPY,287.70001220703125,RSI2 exit
SPY,280.5299987792969,RSI2 exit
SPY,282.9599914550781,RSI2 exit
SPY,284.79998779296875,RSI2 exit
SPY,287.6499938964844,RSI2 exit
SPY,288.9700012207031,RSI2 exit
SPY,288.8999938964844,RSI2 exit
SPY,289.5799865722656,RSI2 exit
SPY,292.3999938964844,RSI2 exit
SPY,293.0599975585937,RSI2 exit
SPY,295.8599853515625,RSI2 exit
SPY,293.0,RSI2 exit
SPY,295.6600036621094,RSI2 exit
SPY,296.42999267578125,RSI2 exit
SPY,298.79998779296875,RSI2 exit
SPY,298.4599914550781,RSI2 exit
SPY,298.6099853515625,RSI2 exit
SPY,299.3099975585937,RSI2 exit
SPY,300.6499938964844,RSI2 exit
SPY,300.75,RSI2 exit
SPY,300.0299987792969,RSI2 exit
SPY,301.44000244140625,RSI2 exit
SPY,302.010009765625,RSI2 exit
SPY,293.6199951171875,RSI2 exit
SPY,292.3299865722656,RSI2 exit
SPY,292.45001220703125,RSI2 exit
SPY,292.3599853515625,RSI2 exit
SPY,292.5799865722656,RSI2 exit
SPY,292.45001220703125,RSI2 exit
SPY,294.0400085449219,RSI2 exit
SPY,297.82000732421875,RSI2 exit
SPY,298.04998779296875,RSI2 exit
SPY,298.20001220703125,RSI2 exit
SPY,298.1300048828125,RSI2 exit
SPY,300.25,RSI2 exit
SPY,301.2900085449219,RSI2 exit
SPY,301.0899963378906,RSI2 exit
SPY,301.1000061035156,RSI2 exit
SPY,301.0799865722656,RSI2 exit
SPY,294.3500061035156,RSI2 exit
SPY,293.239990234375,RSI2 exit
SPY,296.2799987792969,RSI2 exit
SPY,295.95001220703125,RSI2 exit
SPY,298.8800048828125,RSI2 exit
SPY,298.3999938964844,RSI2 exit
SPY,299.2799987792969,RSI2 exit
SPY,299.989990234375,RSI2 exit
SPY,300.3699951171875,RSI2 exit
SPY,301.6000061035156,RSI2 exit
SPY,303.29998779296875,RSI2 exit
SPY,303.2099914550781,RSI2 exit
SPY,304.1400146484375,RSI2 exit
SPY,306.1400146484375,RSI2 exit
SPY,307.3699951171875,RSI2 exit
SPY,307.0299987792969,RSI2 exit
SPY,307.1000061035156,RSI2 exit
SPY,308.17999267578125,RSI2 exit
SPY,308.94000244140625,RSI2 exit
SPY,309.0,RSI2 exit
SPY,309.1000061035156,RSI2 exit
SPY,309.54998779296875,RSI2 exit
SPY,311.7900085449219,RSI2 exit
SPY,312.0199890136719,RSI2 exit
SPY,311.92999267578125,RSI2 exit
SPY,313.3699951171875,RSI2 exit
SPY,314.0799865722656,RSI2 exit
SPY,315.4800109863281,RSI2 exit
SPY,314.8699951171875,RSI2 exit
SPY,314.4200134277344,RSI2 exit
SPY,317.1300048828125,RSI2 exit
SPY,317.32000732421875,RSI2 exit
SPY,319.5,RSI2 exit
SPY,319.57000732421875,RSI2 exit
SPY,319.5899963378906,RSI2 exit
SPY,320.8999938964844,RSI2 exit
SPY,320.7300109863281,RSI2 exit
SPY,321.2200012207031,RSI2 exit
SPY,321.2300109863281,RSI2 exit
SPY,322.94000244140625,RSI2 exit
SPY,322.8599853515625,RSI2 exit
SPY,324.8699951171875,RSI2 exit
SPY,324.45001220703125,RSI2 exit
SPY,326.6499938964844,RSI2 exit
SPY,327.95001220703125,RSI2 exit
SPY,328.19000244140625,RSI2 exit
SPY,330.9200134277344,RSI2 exit
SPY,331.95001220703125,RSI2 exit
SPY,331.7200012207031,RSI2 exit
SPY,329.0599975585937,RSI2 exit
SPY,332.8599853515625,RSI2 exit
SPY,333.9800109863281,RSI2 exit
SPY,334.67999267578125,RSI2 exit
SPY,335.260009765625,RSI2 exit
SPY,337.4200134277344,RSI2 exit
SPY,337.0599975585937,RSI2 exit
SPY,337.6000061035156,RSI2 exit
SPY,338.3399963378906,RSI2 exit
SPY,309.0899963378906,RSI2 exit
SPY,312.8599853515625,RSI2 exit
SPY,243.1499938964844,RSI2 exit
SPY,246.7899932861328,RSI2 exit
SPY,261.20001220703125,RSI2 exit
SPY,261.6499938964844,RSI2 exit
SPY,264.8599853515625,RSI2 exit
SPY,265.1300048828125,RSI2 exit
SPY,274.0299987792969,RSI2 exit
SPY,278.20001220703125,RSI2 exit
SPY,283.7900085449219,RSI2 exit
SPY,286.6400146484375,RSI2 exit
SPY,282.9700012207031,RSI2 exit
SPY,287.04998779296875,RSI2 exit
SPY,293.2099914550781,RSI2 exit
SPY,287.67999267578125,RSI2 exit
SPY,292.44000244140625,RSI2 exit
SPY,292.5,RSI2 exit
SPY,295.0,RSI2 exit
SPY,296.92999267578125,RSI2 exit
SPY,299.0799865722656,RSI2 exit
SPY,303.5299987792969,RSI2 exit
SPY,302.9700012207031,RSI2 exit
SPY,304.32000732421875,RSI2 exit
SPY,305.54998779296875,RSI2 exit
SPY,308.0799865722656,RSI2 exit
SPY,312.17999267578125,RSI2 exit
SPY,311.3599853515625,RSI2 exit
SPY,319.3399963378906,RSI2 exit
SPY,323.20001220703125,RSI2 exit
SPY,312.9599914550781,RSI2 exit
SPY,312.04998779296875,RSI2 exit
SPY,308.3599853515625,RSI2 exit
SPY,310.5199890136719,RSI2 exit
SPY,312.2300109863281,RSI2 exit
SPY,317.04998779296875,RSI2 exit
SPY,316.17999267578125,RSI2 exit
SPY,317.5899963378906,RSI2 exit
SPY,318.9200134277344,RSI2 exit
SPY,321.8500061035156,RSI2 exit
SPY,321.7200012207031,RSI2 exit
SPY,324.32000732421875,RSI2 exit
SPY,325.010009765625,RSI2 exit
SPY,326.8599853515625,RSI2 exit
SPY,325.1199951171875,RSI2 exit
SPY,326.5199890136719,RSI2 exit
SPY,328.7900085449219,RSI2 exit
SPY,330.0599975585937,RSI2 exit
SPY,332.1099853515625,RSI2 exit
SPY,334.3299865722656,RSI2 exit
SPY,334.57000732421875,RSI2 exit
SPY,335.57000732421875,RSI2 exit
SPY,337.44000244140625,RSI2 exit
SPY,337.9100036621094,RSI2 exit
SPY,338.6400146484375,RSI2 exit
SPY,339.4800109863281,RSI2 exit
SPY,342.9200134277344,RSI2 exit
SPY,344.1199951171875,RSI2 exit
SPY,347.57000732421875,RSI2 exit
SPY,348.3299865722656,RSI2 exit
SPY,350.5799865722656,RSI2 exit
SPY,352.6000061035156,RSI2 exit
SPY,357.70001220703125,RSI2 exit
SPY,340.1700134277344,RSI2 exit
SPY,328.7300109863281,RSI2 exit
SPY,334.19000244140625,RSI2 exit
SPY,334.8900146484375,RSI2 exit
SPY,337.0400085449219,RSI2 exit
SPY,339.760009765625,RSI2 exit
SPY,340.760009765625,RSI2 exit
SPY,343.7799987792969,RSI2 exit
SPY,346.8500061035156,RSI2 exit
SPY,352.42999267578125,RSI2 exit
SPY,345.7799987792969,RSI2 exit
SPY,336.0299987792969,RSI2 exit
SPY,343.5400085449219,RSI2 exit
SPY,350.239990234375,RSI2 exit
SPY,350.1600036621094,RSI2 exit
SPY,354.5599975585937,RSI2 exit
SPY,354.0400085449219,RSI2 exit
SPY,356.6700134277344,RSI2 exit
SPY,358.1000061035156,RSI2 exit
SPY,362.5700073242188,RSI2 exit
SPY,363.2200012207031,RSI2 exit
SPY,362.6600036621094,RSI2 exit
SPY,363.6700134277344,RSI2 exit
SPY,366.0199890136719,RSI2 exit
SPY,366.7900085449219,RSI2 exit
SPY,366.6900024414063,RSI2 exit
SPY,369.8500061035156,RSI2 exit
SPY,370.1700134277344,RSI2 exit
SPY,369.5899963378906,RSI2 exit
SPY,370.1700134277344,RSI2 exit
SPY,372.239990234375,RSI2 exit
SPY,369.0,RSI2 exit
SPY,372.1700134277344,RSI2 exit
SPY,371.4599914550781,RSI2 exit
SPY,371.989990234375,RSI2 exit
SPY,373.8800048828125,RSI2 exit
SPY,373.5499877929688,RSI2 exit
SPY,379.1000061035156,RSI2 exit
SPY,381.260009765625,RSI2 exit
SPY,379.7900085449219,RSI2 exit
SPY,383.8900146484375,RSI2 exit
SPY,384.239990234375,RSI2 exit
SPY,384.3900146484375,RSI2 exit
SPY,381.5499877929688,RSI2 exit
SPY,381.8500061035156,RSI2 exit
SPY,386.1900024414063,RSI2 exit
SPY,387.7099914550781,RSI2 exit
SPY,390.510009765625,RSI2 exit
SPY,390.25,RSI2 exit
SPY,390.0799865722656,RSI2 exit
SPY,390.7099914550781,RSI2 exit
SPY,392.6400146484375,RSI2 exit
SPY,392.2999877929688,RSI2 exit
SPY,392.3900146484375,RSI2 exit
SPY,391.7699890136719,RSI2 exit
SPY,389.5799865722656,RSI2 exit
SPY,387.1700134277344,RSI2 exit
SPY,389.5799865722656,RSI2 exit
SPY,393.5299987792969,RSI2 exit
SPY,394.05999755859375,RSI2 exit
SPY,396.4100036621094,RSI2 exit
SPY,395.9100036621094,RSI2 exit
SPY,397.260009765625,RSI2 exit
SPY,395.9800109863281,RSI2 exit
SPY,395.7799987792969,RSI2 exit
SPY,396.3299865722656,RSI2 exit
SPY,400.6099853515625,RSI2 exit
SPY,406.3599853515625,RSI2 exit
SPY,406.1199951171875,RSI2 exit
SPY,406.5899963378906,RSI2 exit
SPY,408.5199890136719,RSI2 exit
SPY,411.489990234375,RSI2 exit
SPY,411.6400146484375,RSI2 exit
SPY,412.8599853515625,RSI2 exit
SPY,415.8699951171875,RSI2 exit
SPY,417.260009765625,RSI2 exit
SPY,417.6099853515625,RSI2 exit
SPY,417.5199890136719,RSI2 exit
SPY,420.05999755859375,RSI2 exit
SPY,419.0700073242188,RSI2 exit
SPY,422.1199951171875,RSI2 exit
SPY,416.5799865722656,RSI2 exit
SPY,415.2799987792969,RSI2 exit
SPY,419.1700134277344,RSI2 exit
SPY,419.0700073242188,RSI2 exit
SPY,419.2900085449219,RSI2 exit
SPY,420.0400085449219,RSI2 exit
SPY,420.3299865722656,RSI2 exit
SPY,422.6000061035156,RSI2 exit
