Ticker,ExitDate,ExitPrice,Notes,Date,Close,Rule
CVX,2025-12-31,152.41000366210938,RSI2>70,,,
OMC,2025-12-31,80.75,RSI2>70,,,
PCG,2025-12-31,16.06999969482422,RSI2>70,,,
WMB,2025-12-31,60.11000061035156,RSI2>70,,,
