Ticker,ExitDate,ExitPrice,Notes,Date,Close,Rule
BA,2025-12-17,206.3300018310547,RSI2>70,,,
D,2025-12-17,60.11000061035156,RSI2>70,,,
FCX,2025-12-17,47.81999969482422,RSI2>70,,,
HST,2025-12-17,18.56999969482422,RSI2>70,,,
MRNA,2025-12-17,30.51000022888184,RSI2>70,,,
NCLH,2025-12-17,21.540000915527344,RSI2>70,,,
TFC,2025-12-17,50.150001525878906,RSI2>70,,,
TGT,2025-12-17,98.5999984741211,RSI2>70,,,
USB,2025-12-17,53.7400016784668,RSI2>70,,,
VTRS,2025-12-17,11.699999809265137,RSI2>70,,,
