Ticker,ExitDate,ExitPrice,Notes,Date,Close,Rule
AMAT,2026-01-12,307.239990234375,RSI2>70,,,
AMZN,2026-01-12,246.47000122070312,RSI2>70,,,
APH,2026-01-12,145.11000061035156,RSI2>70,,,
AVGO,2026-01-12,352.2099914550781,RSI2>70,,,
BA,2026-01-12,239.80999755859372,RSI2>70,,,
CVX,2026-01-12,162.33999633789062,RSI2>70,,,
D,2026-01-12,58.38999938964844,RSI2>70,,,
DOW,2026-01-12,26.5,RSI2>70,,,
FCX,2026-01-12,58.709999084472656,RSI2>70,,,
GOOG,2026-01-12,332.7300109863281,RSI2>70,,,
GOOGL,2026-01-12,331.8599853515625,RSI2>70,,,
HD,2026-01-12,374.9400024414063,RSI2>70,,,
JNJ,2026-01-12,209.72000122070312,RSI2>70,,,
KO,2026-01-12,70.5,RSI2>70,,,
LRCX,2026-01-12,220.3999938964844,RSI2>70,,,
MU,2026-01-12,345.8699951171875,RSI2>70,,,
NEE,2026-01-12,81.12000274658203,RSI2>70,,,
NEM,2026-01-12,112.95999908447266,RSI2>70,,,
RTX,2026-01-12,193.8500061035156,RSI2>70,,,
SBUX,2026-01-12,89.95999908447266,RSI2>70,,,
SLB,2026-01-12,45.150001525878906,RSI2>70,,,
SW,2026-01-12,42.93999862670898,RSI2>70,,,
TGT,2026-01-12,106.13999938964844,RSI2>70,,,
TSLA,2026-01-12,448.9599914550781,RSI2>70,,,
UPS,2026-01-12,108.02999877929688,RSI2>70,,,
WDC,2026-01-12,212.13999938964844,RSI2>70,,,
WMT,2026-01-12,117.97000122070312,RSI2>70,,,
