Ticker,EntryDate,EntryPrice,Status
NI,2025-10-30,42.130001068115234,open
DDOG,2025-11-13,185.97000122070312,open
ROL,2025-11-13,57.61000061035156,open
BBY,2025-12-02,74.88999938964844,open
LEN,2025-12-08,120.70999908447266,open
DAY,2025-12-09,68.94999694824219,open
WMB,2025-12-09,61.54999923706055,open
EQT,2025-12-10,57.25,open
NVDA,2025-12-11,180.92999267578125,open
AVGO,2025-12-15,339.8099975585937,open
GOOG,2025-12-15,309.32000732421875,open
GOOGL,2025-12-15,308.2200012207031,open
INTC,2025-12-15,37.5099983215332,open
GLW,2025-12-16,86.29000091552734,open
HAL,2025-12-16,27.190000534057617,open
MS,2025-12-16,176.50999450683594,open
SLB,2025-12-16,37.61000061035156,open
XOM,2025-12-16,114.68000030517578,open
CSX,2025-12-17,36.5,open
WBD,2025-12-17,28.209999084472656,open
BAC,2025-12-18,54.2599983215332,open
CVS,2025-12-18,77.79000091552734,open
JPM,2025-12-18,313.0,open
PEP,2025-12-18,149.3699951171875,open
