Date,Ticker,Close,DownStreak,DMA5,MA200,Rule
2025-12-30,APH,136.1999969482422,3,136.90599670410157,106.26599985122681,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2025-12-30,BAC,55.27999877929688,3,55.92399978637695,47.61845006942749,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2025-12-30,C,117.20999908447266,3,119.5199981689453,89.3717000389099,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2025-12-30,DAL,69.33999633789062,3,70.77999877929688,54.7092999458313,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2025-12-30,F,13.229999542236328,3,13.339999961853028,11.4567999792099,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2025-12-30,HST,18.290000915527344,3,18.46800003051758,16.148649988174437,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2025-12-30,JNJ,206.91000366210935,3,207.21400146484376,173.6973999786377,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2025-12-30,JPM,323.4200134277344,3,325.9700012207031,285.1186000061035,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2025-12-30,LVS,65.0999984741211,3,66.25199890136719,50.441049871444704,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2025-12-30,MRNA,30.40999984741211,3,32.4580005645752,27.426699934005736,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2025-12-30,PLTR,180.83999633789065,3,191.03399963378905,150.16912502288818,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2025-12-30,TFC,49.560001373291016,3,50.48400115966797,43.32265007019043,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2025-12-30,V,353.6199951171875,3,354.04400024414065,344.87424835205076,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2025-12-30,WFC,94.30999755859376,3,94.76600036621093,79.59855016708374,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
