Date,Ticker,Close,DMA5,Rule
2025-11-21,AAPL,271.489990234375,268.4239990234375,exit Close>=DMA5
2025-11-21,ABBV,236.27999877929688,232.51799926757812,exit Close>=DMA5
2025-11-21,CSX,34.279998779296875,34.10800018310547,exit Close>=DMA5
2025-11-21,CVS,78.02999877929688,77.35000152587891,exit Close>=DMA5
2025-11-21,DAL,58.56999969482422,56.827999877929685,exit Close>=DMA5
2025-11-21,HST,17.420000076293945,17.165999984741212,exit Close>=DMA5
2025-11-21,KEY,17.81999969482422,17.31200065612793,exit Close>=DMA5
2025-11-21,LEN,123.16000366210938,116.51800079345703,exit Close>=DMA5
2025-11-21,LUV,32.79999923706055,31.94199981689453,exit Close>=DMA5
2025-11-21,TFC,45.47999954223633,44.434000396728514,exit Close>=DMA5
2025-11-21,UAL,92.1999969482422,91.65599975585937,exit Close>=DMA5
