Ticker,EntryDate,EntryPrice,Status
NI,2025-10-30,42.130001068115234,open
DDOG,2025-11-13,185.97000122070312,open
ROL,2025-11-13,57.61000061035156,open
BBY,2025-12-02,74.88999938964844,open
MNST,2025-12-04,73.26000213623047,open
LEN,2025-12-08,120.70999908447266,open
DAY,2025-12-09,68.94999694824219,open
WMB,2025-12-09,61.54999923706055,open
EQT,2025-12-10,57.25,open
NVDA,2025-12-11,180.92999267578125,open
AMZN,2025-12-15,222.5399932861328,open
AVGO,2025-12-15,339.8099975585937,open
COP,2025-12-15,94.36000061035156,open
DVN,2025-12-15,36.16999816894531,open
GOOG,2025-12-15,309.32000732421875,open
GOOGL,2025-12-15,308.2200012207031,open
INTC,2025-12-15,37.5099983215332,open
MU,2025-12-15,237.5,open
GLW,2025-12-16,86.29000091552734,open
HAL,2025-12-16,27.190000534057617,open
MS,2025-12-16,176.50999450683594,open
SLB,2025-12-16,37.61000061035156,open
XOM,2025-12-16,114.68000030517578,open
