Date,Ticker,Close,DownStreak,DMA5,MA200,Rule
2025-10-30,COIN,328.510009765625,3,348.49599609375,281.9177502441406,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2025-10-30,CVS,76.69000244140625,3,81.64999847412109,67.08000007629394,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2025-10-30,EXC,47.06999969482422,3,47.72200012207031,44.06379991531372,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2025-10-30,MCHP,62.06999969482422,3,63.79799957275391,60.29719980239868,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2025-10-30,MDT,90.97000122070312,3,93.39400024414063,89.78715007781983,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2025-10-30,MRK,86.27999877929688,3,87.25599975585938,84.57649993896484,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2025-10-30,NEE,81.63999938964844,3,83.80400085449219,72.4472498703003,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2025-10-30,NI,42.130001068115234,3,43.41599960327149,40.28180004119873,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2025-10-30,O,57.90999984741211,3,59.63600082397461,57.22140001296997,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2025-10-30,QCOM,177.25999450683594,3,177.2699981689453,157.51680027008058,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2025-10-30,WFC,85.98999786376953,3,86.15600128173828,77.13155012130737,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
