Ticker,EntryDate,EntryPrice,Status
NI,2025-10-30,42.130001068115234,open
DDOG,2025-11-13,185.97000122070312,open
ROL,2025-11-13,57.61000061035156,open
BBY,2025-12-02,74.88999938964844,open
LEN,2025-12-08,120.70999908447266,open
DAY,2025-12-09,68.94999694824219,open
INTC,2025-12-15,37.5099983215332,open
PEP,2025-12-18,149.3699951171875,open
WMT,2025-12-22,112.5999984741211,open
UPS,2025-12-23,100.19000244140624,open
MDT,2025-12-24,97.2699966430664,open
CCL,2025-12-26,30.700000762939453,open
DVN,2025-12-26,35.66999816894531,open
LUV,2025-12-26,41.27999877929688,open
ON,2025-12-26,54.93000030517578,open
PCG,2025-12-26,15.770000457763672,open
SLB,2025-12-26,37.790000915527344,open
TSLA,2025-12-26,475.1900024414063,open
