Date,Ticker,Close,DownStreak,DMA5,MA200,Rule
2026-01-13,BAC,54.540000915527344,3,56.02199935913086,48.221000061035156,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2026-01-13,CNC,45.7599983215332,3,46.28600006103515,42.24639996528626,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2026-01-13,COF,231.41000366210935,3,249.85399780273437,210.79529983520507,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2026-01-13,F,13.979999542236328,3,14.033999824523926,11.623249974250793,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2026-01-13,FITB,48.130001068115234,3,49.31199951171875,42.07314990997315,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2026-01-13,HBAN,17.5,3,18.20999946594238,16.267449960708618,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2026-01-13,JPM,310.8999938964844,3,329.0139953613281,288.87220001220703,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2026-01-13,KEY,20.850000381469727,3,21.32599983215332,17.695849957466127,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2026-01-13,MRK,108.26000213623048,3,109.63600006103516,86.28355003356934,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2026-01-13,QCOM,165.2899932861328,3,178.31199951171874,159.80765003204345,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2026-01-13,RF,27.84000015258789,3,28.55799980163574,24.394050006866454,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2026-01-13,SYF,78.05999755859375,3,86.03000030517578,68.89755001068116,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2026-01-13,TFC,49.68999862670898,3,50.694000244140625,43.71835006713867,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2026-01-13,USB,54.04999923706055,3,55.215999603271484,46.52939998626709,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
