Ticker,EntryDate,EntryPrice,Status
MCHP,2025-10-30,62.06999969482422,open
NI,2025-10-30,42.130001068115234,open
ANET,2025-11-03,157.58999633789062,open
WFC,2025-11-06,86.04000091552734,open
DELL,2025-11-07,146.6999969482422,open
COIN,2025-11-13,283.1400146484375,open
DDOG,2025-11-13,185.97000122070312,open
PLTR,2025-11-13,172.13999938964844,open
ROL,2025-11-13,57.61000061035156,open
TSLA,2025-11-13,401.989990234375,open
UBER,2025-11-13,91.77999877929688,open
WDC,2025-11-13,157.16000366210938,open
VST,2025-11-13,171.55999755859375,open
AMZN,2025-11-14,234.69000244140625,open
LVS,2025-11-14,65.37999725341797,open
AMD,2025-11-17,240.5200042724609,open
BAC,2025-11-17,51.47999954223633,open
C,2025-11-17,98.19000244140624,open
EQT,2025-11-17,59.040000915527344,open
F,2025-11-17,12.880000114440918,open
GLW,2025-11-17,81.05999755859375,open
HPE,2025-11-17,21.229999542236328,open
INTC,2025-11-17,34.709999084472656,open
JPM,2025-11-17,300.3699951171875,open
LRCX,2025-11-17,147.4600067138672,open
MS,2025-11-17,159.4499969482422,open
NEM,2025-11-17,87.08999633789062,open
PCG,2025-11-17,16.329999923706055,open
QCOM,2025-11-17,166.75,open
SCHW,2025-11-17,91.91000366210938,open
VTRS,2025-11-17,10.65999984741211,open
CVX,2025-11-19,151.6999969482422,open
MSFT,2025-11-19,487.1199951171875,open
MU,2025-11-19,225.9199981689453,open
PANW,2025-11-19,199.8999938964844,open
EXC,2025-11-20,45.40999984741211,open
PPL,2025-11-20,35.540000915527344,open
MNST,2025-11-21,72.04000091552734,open
