Date,Ticker,Close,DownStreak,DMA5,MA200,Rule
2025-11-17,AAPL,267.4599914550781,4,272.702001953125,225.53309997558594,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2025-11-17,AMD,240.5200042724609,3,247.0320037841797,146.41329982757568,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2025-11-17,BAC,51.47999954223633,3,53.327999877929685,46.22039999008179,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2025-11-17,C,98.19000244140624,3,101.21800079345704,84.75280012130737,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2025-11-17,DAL,55.7599983215332,3,59.02000045776367,53.72995002746582,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2025-11-17,DD,38.650001525878906,3,40.34800033569336,31.20101209640503,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2025-11-17,EQT,59.040000915527344,3,60.123999786376956,53.36125009536743,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2025-11-17,F,12.880000114440918,3,13.275999832153321,10.917349977493286,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2025-11-17,GLW,81.05999755859375,3,85.98399963378907,59.88739990234375,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2025-11-17,HPE,21.229999542236328,3,23.20199966430664,20.054449977874757,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2025-11-17,INTC,34.709999084472656,3,37.130000305175784,25.129849948883056,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2025-11-17,JPM,300.3699951171875,3,313.202001953125,277.3446997070312,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2025-11-17,LRCX,147.4600067138672,3,157.70999755859376,99.85959983825684,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2025-11-17,LUV,31.850000381469727,3,32.77000007629395,31.531650066375732,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2025-11-17,MS,159.4499969482422,3,166.18800048828126,138.10189975738524,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2025-11-17,NEM,87.08999633789062,3,89.76000061035157,62.67529993057251,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2025-11-17,PCG,16.329999923706055,3,16.61999969482422,15.724550008773804,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2025-11-17,QCOM,166.75,3,174.13999938964844,157.82700023651122,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2025-11-17,SCHW,91.91000366210938,3,95.83200073242188,88.14115001678466,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2025-11-17,TFC,43.91999816894531,3,45.252000427246095,42.866600017547604,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2025-11-17,TJX,145.17999267578125,3,146.5980010986328,130.39244995117187,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2025-11-17,UAL,89.94999694824219,3,96.6519989013672,87.9493501663208,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2025-11-17,USB,45.470001220703125,3,47.49999999999999,45.15104999542236,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
2025-11-17,VTRS,10.65999984741211,4,10.802000045776367,9.481749992370606,enter_long_ds>=3 AND Close<DMA5 AND Close>MA200
