Ticker,EntryDate,EntryPrice,Status
NI,2025-10-30,42.130001068115234,open
DDOG,2025-11-13,185.97000122070312,open
ROL,2025-11-13,57.61000061035156,open
BBY,2025-12-02,74.88999938964844,open
LEN,2025-12-08,120.70999908447266,open
DAY,2025-12-09,68.94999694824219,open
HPE,2025-12-31,24.020000457763672,open
MGM,2026-01-07,34.119998931884766,open
V,2026-01-09,349.7699890136719,open
ABBV,2026-01-12,220.0399932861328,open
CRM,2026-01-12,259.3999938964844,open
BAC,2026-01-13,54.540000915527344,open
CNC,2026-01-13,45.7599983215332,open
F,2026-01-13,13.979999542236328,open
JPM,2026-01-13,310.8999938964844,open
QCOM,2026-01-13,165.2899932861328,open
AMZN,2026-01-14,236.6499938964844,open
CCL,2026-01-14,30.18000030517578,open
LUV,2026-01-14,42.54999923706055,open
NCLH,2026-01-14,23.09000015258789,open
WFC,2026-01-14,89.25,open
PLTR,2026-01-15,177.07000732421875,open
TSLA,2026-01-15,438.5700073242188,open
AAPL,2026-01-16,255.52999877929688,open
GM,2026-01-16,80.81999969482422,open
GOOG,2026-01-16,330.3399963378906,open
GOOGL,2026-01-16,330.0,open
