Date,Ticker,Close,DMA5,Rule
2025-11-24,AMZN,226.27999877929688,223.18800048828126,exit Close>=DMA5
2025-11-24,BAC,51.93000030517578,51.54000015258789,exit Close>=DMA5
2025-11-24,C,99.69000244140624,98.53399963378907,exit Close>=DMA5
2025-11-24,COIN,255.97000122070312,252.32000732421875,exit Close>=DMA5
2025-11-24,DELL,127.22000122070312,120.89200134277344,exit Close>=DMA5
2025-11-24,EXC,46.22999954223633,45.94000015258789,exit Close>=DMA5
2025-11-24,F,12.960000038146973,12.807999992370606,exit Close>=DMA5
2025-11-24,GLW,82.5999984741211,80.0720001220703,exit Close>=DMA5
2025-11-24,HPE,21.09000015258789,20.654000091552735,exit Close>=DMA5
2025-11-24,INTC,35.790000915527344,34.454000091552736,exit Close>=DMA5
2025-11-24,LRCX,150.3800048828125,144.3480010986328,exit Close>=DMA5
2025-11-24,MCHP,51.25,50.65800018310547,exit Close>=DMA5
2025-11-24,MNST,73.23999786376953,72.26000061035157,exit Close>=DMA5
2025-11-24,MS,162.8300018310547,159.68799743652343,exit Close>=DMA5
2025-11-24,MU,223.92999267578125,221.0219970703125,exit Close>=DMA5
2025-11-24,NEM,86.52999877929688,85.33799896240234,exit Close>=DMA5
2025-11-24,PCG,15.949999809265137,15.942000007629394,exit Close>=DMA5
2025-11-24,PPL,36.47999954223633,36.1,exit Close>=DMA5
2025-11-24,QCOM,165.05999755859375,164.16199951171876,exit Close>=DMA5
2025-11-24,TSLA,417.7799987792969,400.09600219726565,exit Close>=DMA5
2025-11-24,VTRS,10.56999969482422,10.495999908447265,exit Close>=DMA5
2025-11-24,WDC,150.92999267578125,149.73999938964843,exit Close>=DMA5
2025-11-24,WFC,84.66000366210938,83.39000091552734,exit Close>=DMA5
